,data structure,time_construct,time_search,search_random,knn-search
0,kd-tree not balance,2.634840488433838,0.00013375282287597656,5.936622619628906e-05,0.0010657310485839844
1,kd-tree balance,2.7629594802856445,7.605552673339844e-05,9.34600830078125e-05,0.0009021759033203125
2,hash_universe,0.7691855430603027,0.04411435127258301,0.05580592155456543,0.07264232635498047
3,hash_flip_method,0.7691855430603027,0.029161691665649414,0.05522656440734863,0.08640336990356445
