,data structure,time_construct,time_search,search_random,knn-search
0,kd-tree not balance,0.019538164138793945,5.078315734863281e-05,4.5299530029296875e-05,0.0003235340118408203
1,kd-tree balance,0.01883244514465332,5.91278076171875e-05,2.5272369384765625e-05,0.0001914501190185547
2,hash_universe,0.9046916961669922,0.05674004554748535,0.0401456356048584,0.05871939659118652
3,hash_flip_method,0.9046916961669922,0.05576586723327637,0.03225111961364746,0.08839797973632812
