,data structure,time_construct,time_search,search_random,knn-search
0,kd-tree not balance,36.73170208930969,0.00010466575622558594,7.891654968261719e-05,0.0004642009735107422
1,kd-tree balance,54.10904288291931,8.130073547363281e-05,0.00015544891357421875,0.0013744831085205078
2,hash_universe,0.7007460594177246,0.033805131912231445,0.05269885063171387,0.045029401779174805
3,hash_flip_method,0.7007460594177246,0.030671358108520508,0.0517880916595459,0.08866238594055176
